Date,Open,High,Low,Close
9/17/2018,108490,108490,108460,108460
9/17/2018,108470,108470,108450,108450
9/17/2018,108450,108450,108430,108430
9/17/2018,108470,108470,108470,108470
9/17/2018,108430,108450,108430,108430
9/17/2018,108460,108460,108460,108460
9/17/2018,108460,108460,108460,108460
9/17/2018,108420,108420,108420,108420
9/17/2018,108420,108420,108380,108400
9/17/2018,108400,108400,108390,108400
9/17/2018,108400,108400,108400,108400
9/17/2018,108390,108400,108390,108400
9/17/2018,108400,108410,108400,108410
9/17/2018,108450,108480,108370,108440
10/17/2018,117280,117690,116990,117100
10/17/2018,117100,117100,116810,117070
10/17/2018,117070,117170,117050,117130
10/17/2018,117150,117160,117000,117020
10/17/2018,117030,117130,117000,117110
10/17/2018,117130,117150,117060,117130
10/17/2018,117140,117240,117140,117180
10/17/2018,117160,117160,117030,117040
10/17/2018,117040,117050,116900,116960
10/17/2018,116940,117000,116890,116990
10/17/2018,117000,117020,116920,116950
10/17/2018,116950,116990,116900,116980
10/17/2018,116970,116980,116910,116960
10/17/2018,116940,116970,116860,116880
10/17/2018,116870,116880,116750,116820
10/17/2018,116830,116830,116660,116790
10/17/2018,116780,116790,116630,116680
10/17/2018,116670,116720,116660,116710
10/17/2018,116710,116790,116640,116780
10/17/2018,116790,116840,116740,116750
10/17/2018,116760,116800,116710,116790
10/17/2018,116790,116800,116700,116740
10/17/2018,116710,116760,116700,116730
10/17/2018,116720,116740,116650,116660
10/17/2018,116660,116780,116650,116770
10/17/2018,116780,116820,116730,116740
10/17/2018,116750,116800,116740,116790
10/17/2018,116800,116810,116770,116810
10/17/2018,116810,116820,116770,116810
10/17/2018,116810,116830,116740,116750
10/17/2018,116740,116750,116660,116700
10/17/2018,116690,116720,116660,116670
10/17/2018,116660,116760,116640,116720
10/17/2018,116730,116740,116650,116690
10/17/2018,116700,116750,116690,116710
10/17/2018,116720,116720,116650,116690
10/17/2018,116700,116750,116670,116730
10/17/2018,116750,116910,116730,116910
10/17/2018,116910,116920,116830,116890
10/17/2018,116910,117000,116900,117000
10/17/2018,117000,117020,116930,116940
10/17/2018,116940,117000,116910,116920
10/17/2018,116930,116970,116920,116920
10/17/2018,116940,116980,116940,116970
10/17/2018,116980,117060,116970,117010
10/17/2018,117010,117030,116960,116960
10/17/2018,116970,117000,116910,116940
10/17/2018,116940,116950,116880,116900
10/17/2018,116890,116920,116880,116910
10/17/2018,116900,116960,116900,116900
10/17/2018,116900,116920,116860,116890
10/17/2018,116900,116900,116850,116870
10/17/2018,116870,116950,116870,116940
10/17/2018,116940,116960,116910,116910
10/17/2018,116910,116990,116910,116990
10/17/2018,116980,117000,116890,116940
10/17/2018,116930,117030,116920,116970
10/17/2018,116960,116980,116910,116930
10/17/2018,116930,116950,116900,116910
10/17/2018,116900,116950,116890,116900
10/17/2018,116920,116920,116720,116830
10/17/2018,116820,116830,116770,116770
10/17/2018,116770,116830,116760,116820
10/17/2018,116820,116820,116780,116820
10/17/2018,116820,116880,116790,116830
10/17/2018,116820,116880,116820,116830
10/17/2018,116840,116940,116830,116930
10/17/2018,116920,116950,116760,116780
10/17/2018,116780,116810,116700,116790
10/17/2018,116800,116800,116760,116760
10/17/2018,116760,116820,116730,116730
10/17/2018,116740,116760,116660,116670
10/17/2018,116680,116680,116550,116580
10/17/2018,116590,116600,116560,116580
10/17/2018,116580,116620,116560,116610
10/17/2018,116620,116650,116610,116640
10/17/2018,116640,116660,116630,116640
10/17/2018,116630,116750,116630,116740
10/17/2018,116750,116810,116750,116780
10/17/2018,116760,116780,116690,116720
10/17/2018,116730,116740,116620,116660
10/17/2018,116660,116760,116640,116750
10/17/2018,116750,116850,116750,116810
10/17/2018,116820,116820,116770,116800
10/17/2018,116800,116840,116770,116790
10/17/2018,116800,116810,116710,116750
10/17/2018,116750,116780,116740,116750
10/17/2018,116750,116800,116730,116780
10/17/2018,116770,116780,116730,116750
10/17/2018,116740,116780,116680,116680
10/17/2018,116690,116730,116670,116710
10/17/2018,116720,116740,116700,116710
10/17/2018,116700,116750,116670,116720
10/17/2018,116720,116740,116700,116700
10/17/2018,116700,116760,116700,116760
10/17/2018,116770,116770,116740,116740
10/17/2018,116740,116760,116700,116710
10/17/2018,116730,116760,116710,116720
10/17/2018,116730,116730,116700,116720
10/17/2018,116710,116810,116710,116800
10/17/2018,116800,116920,116800,116880
10/17/2018,116870,116890,116830,116870
10/17/2018,116860,116880,116790,116800
10/17/2018,116790,116810,116770,116770
10/17/2018,116780,116800,116760,116760
10/17/2018,116780,116790,116700,116710
10/17/2018,116700,116720,116670,116690
10/17/2018,116690,116690,116630,116680
10/17/2018,116670,116700,116670,116690
10/17/2018,116690,116740,116680,116740
10/17/2018,116750,116750,116690,116690
10/17/2018,116690,116700,116660,116660
10/17/2018,116650,116680,116650,116680
10/17/2018,116670,116680,116650,116670
10/17/2018,116680,116710,116640,116640
10/17/2018,116640,116680,116630,116640
10/17/2018,116640,116650,116620,116630
10/17/2018,116620,116640,116610,116620
10/17/2018,116610,116660,116610,116650
10/17/2018,116660,116680,116640,116670
10/17/2018,116670,116690,116620,116680
10/17/2018,116680,116700,116670,116690
10/17/2018,116680,116700,116670,116700
10/17/2018,116690,116700,116600,116600
10/17/2018,116610,116620,116570,116610
10/17/2018,116600,116620,116580,116580
10/17/2018,116570,116630,116550,116610
10/17/2018,116610,116630,116580,116610
10/17/2018,116620,116630,116600,116620
10/17/2018,116610,116620,116580,116590
10/17/2018,116600,116630,116570,116600
10/17/2018,116610,116610,116530,116580
10/17/2018,116570,116590,116530,116580
10/17/2018,116570,116580,116500,116510
10/17/2018,116520,116600,116500,116550
10/17/2018,116560,116560,116460,116470
10/17/2018,116470,116560,116470,116550
10/17/2018,116560,116570,116520,116530
10/17/2018,116530,116580,116520,116550
10/17/2018,116560,116590,116530,116580
10/17/2018,116580,116620,116560,116610
10/17/2018,116610,116660,116580,116630
10/17/2018,116630,116700,116600,116610
10/17/2018,116600,116640,116590,116590
10/17/2018,116590,116620,116560,116580
10/17/2018,116590,116590,116500,116510
10/17/2018,116510,116520,116410,116460
10/17/2018,116450,116500,116440,116480
10/17/2018,116480,116510,116410,116430
10/17/2018,116440,116450,116350,116400
10/17/2018,116400,116480,116370,116410
10/17/2018,116430,116450,116360,116360
10/17/2018,116360,116440,116360,116430
10/17/2018,116440,116460,116390,116390
10/17/2018,116390,116450,116380,116420
10/17/2018,116410,116410,116360,116390
10/17/2018,116380,116450,116380,116450
10/17/2018,116440,116460,116410,116440
10/17/2018,116430,116450,116420,116420
10/17/2018,116440,116440,116340,116350
10/17/2018,116350,116380,116300,116370
10/17/2018,116370,116380,116320,116330
10/17/2018,116330,116380,116310,116360
10/17/2018,116360,116370,116330,116340
10/17/2018,116350,116410,116330,116400
10/17/2018,116400,116430,116370,116380
10/17/2018,116370,116370,116310,116310
10/17/2018,116310,116350,116270,116310
10/17/2018,116310,116310,116240,116260
10/17/2018,116260,116300,116250,116270
10/17/2018,116270,116300,116260,116300
10/17/2018,116300,116330,116250,116260
10/17/2018,116260,116310,116240,116290
10/17/2018,116280,116290,116230,116280
10/17/2018,116270,116310,116260,116310
10/17/2018,116310,116320,116270,116320
10/17/2018,116320,116360,116300,116360
10/17/2018,116360,116390,116290,116290
10/17/2018,116300,116300,116240,116250
10/17/2018,116250,116280,116150,116160
10/17/2018,116160,116200,116130,116190
10/17/2018,116190,116260,116170,116250
10/17/2018,116230,116250,116200,116250
10/17/2018,116250,116270,116220,116250
10/17/2018,116250,116300,116240,116280
10/17/2018,116280,116280,116180,116190
10/17/2018,116210,116220,116160,116190
10/17/2018,116190,116210,116180,116180
10/17/2018,116210,116220,116170,116220
10/17/2018,116210,116250,116210,116240
10/17/2018,116240,116300,116220,116290
10/17/2018,116280,116310,116270,116300
10/17/2018,116290,116300,116250,116290
10/17/2018,116290,116300,116260,116260
10/17/2018,116260,116290,116250,116280
10/17/2018,116280,116280,116240,116250
10/17/2018,116250,116260,116230,116240
10/17/2018,116240,116240,116190,116210
10/17/2018,116210,116260,116200,116250
10/17/2018,116250,116250,116140,116180
10/17/2018,116180,116200,116140,116190
10/17/2018,116190,116200,116150,116200
10/17/2018,116190,116210,116140,116160
10/17/2018,116160,116170,116110,116130
10/17/2018,116140,116200,116130,116160
10/17/2018,116160,116200,116130,116200
10/17/2018,116200,116220,116180,116190
10/17/2018,116180,116200,116150,116200
10/17/2018,116210,116280,116180,116270
10/17/2018,116270,116330,116250,116270
10/17/2018,116270,116300,116270,116280
10/17/2018,116290,116300,116260,116270
10/17/2018,116280,116280,116230,116260
10/17/2018,116270,116270,116250,116250
10/17/2018,116250,116280,116240,116260
10/17/2018,116260,116260,116200,116200
10/17/2018,116210,116210,116160,116170
10/17/2018,116160,116190,116130,116140
10/17/2018,116130,116150,116100,116150
10/17/2018,116160,116190,116120,116180
10/17/2018,116190,116240,116190,116230
10/17/2018,116230,116230,116200,116220
10/17/2018,116220,116270,116210,116250
10/17/2018,116240,116250,116180,116200
10/17/2018,116200,116210,116160,116180
10/17/2018,116180,116230,116160,116220
10/17/2018,116220,116240,116200,116230
10/17/2018,116230,116290,116220,116280
10/17/2018,116280,116330,116280,116320
10/17/2018,116330,116370,116310,116340
10/17/2018,116340,116350,116300,116320
10/17/2018,116330,116340,116300,116300
10/17/2018,116310,116320,116260,116270
10/17/2018,116280,116280,116220,116230
10/17/2018,116220,116230,116180,116190
10/17/2018,116180,116180,116140,116170
10/17/2018,116190,116240,116170,116230
10/17/2018,116230,116240,116140,116170
10/17/2018,116170,116170,116120,116120
10/17/2018,116120,116120,115880,115890
10/17/2018,115890,116010,115870,116010
10/17/2018,116000,116020,115940,115970
10/17/2018,115970,116020,115950,115970
10/17/2018,115970,115990,115960,115970
10/17/2018,115980,115980,115920,115960
10/17/2018,115960,116040,115950,116020
10/17/2018,116010,116040,115970,116020
10/17/2018,116010,116070,116000,116050
10/17/2018,116060,116100,116050,116080
10/17/2018,116070,116100,116050,116060
10/17/2018,116060,116070,116010,116050
10/17/2018,116030,116050,116000,116040
10/17/2018,116020,116090,116020,116040
10/17/2018,116060,116060,116030,116050
10/17/2018,116050,116070,116000,116000
10/17/2018,115990,116000,115910,115930
10/17/2018,115940,115950,115900,115910
10/17/2018,115910,115930,115880,115900
10/17/2018,115900,115980,115880,115980
10/17/2018,115970,116050,115950,116020
10/17/2018,116010,116010,115950,115950
10/17/2018,115960,116000,115940,116000
10/17/2018,115990,116050,115990,116020
10/17/2018,116030,116040,115990,116010
10/17/2018,116010,116030,115950,115950
10/17/2018,115950,115970,115890,115930
10/17/2018,115940,116020,115930,116010
10/17/2018,116010,116030,115940,115960
10/17/2018,115970,115990,115900,115970
10/17/2018,115970,116000,115920,115920
10/17/2018,115940,116020,115920,116000
10/17/2018,116000,116020,115970,116010
10/17/2018,116010,116030,115980,115990
10/17/2018,116000,116020,115970,115970
10/17/2018,115970,115980,115820,115890
10/17/2018,115880,115910,115870,115910
10/17/2018,115910,115910,115890,115900
10/17/2018,115890,115890,115800,115850
10/17/2018,115830,115880,115830,115840
10/17/2018,115830,115890,115820,115870
10/17/2018,115870,115920,115840,115910
10/17/2018,115900,115920,115830,115830
10/17/2018,115840,115900,115830,115880
10/17/2018,115880,115890,115830,115840
10/17/2018,115840,115850,115820,115820
10/17/2018,115810,115820,115660,115660
10/17/2018,115660,115680,115620,115660
10/17/2018,115650,115660,115550,115570
10/17/2018,115590,115650,115570,115590
10/17/2018,115600,115700,115590,115670
10/17/2018,115660,115670,115590,115620
10/17/2018,115610,115620,115560,115570
10/17/2018,115570,115590,115530,115570
10/17/2018,115570,115620,115560,115580
10/17/2018,115570,115600,115540,115570
10/17/2018,115580,115600,115550,115590
10/17/2018,115590,115590,115560,115570
10/17/2018,115570,115580,115510,115560
10/17/2018,115560,115580,115540,115580
10/17/2018,115580,115640,115560,115600
10/17/2018,115620,115670,115610,115670
10/17/2018,115670,115710,115660,115710
10/17/2018,115700,115710,115650,115670
10/17/2018,115670,115700,115620,115640
10/17/2018,115630,115640,115600,115620
10/17/2018,115620,115680,115610,115660
10/17/2018,115670,115690,115650,115650
10/17/2018,115650,115650,115550,115560
10/17/2018,115580,115580,115550,115570
10/17/2018,115570,115580,115550,115580
10/17/2018,115570,115570,115470,115500
10/17/2018,115490,115500,115440,115470
10/17/2018,115450,115490,115440,115460
10/17/2018,115460,115520,115440,115520
10/17/2018,115520,115540,115490,115530
10/17/2018,115530,115530,115470,115470
10/17/2018,115460,115460,115370,115430
10/17/2018,115430,115470,115430,115450
10/17/2018,115450,115460,115410,115440
10/17/2018,115450,115480,115440,115470
10/17/2018,115480,115510,115460,115470
10/17/2018,115460,115570,115450,115570
10/17/2018,115570,115590,115540,115580
10/17/2018,115570,115650,115570,115640
10/17/2018,115650,115660,115630,115660
10/17/2018,115650,115690,115600,115610
10/17/2018,115630,115630,115600,115610
10/17/2018,115610,115610,115550,115590
10/17/2018,115580,115590,115560,115590
10/17/2018,115580,115640,115580,115630
10/17/2018,115620,115630,115570,115580
10/17/2018,115580,115600,115560,115590
10/17/2018,115590,115590,115540,115580
10/17/2018,115600,115600,115560,115600
10/17/2018,115600,115620,115580,115620
10/17/2018,115600,115680,115590,115650
10/17/2018,115670,115710,115640,115710
10/17/2018,115710,115720,115660,115680
10/17/2018,115680,115700,115670,115680
10/17/2018,115690,115690,115610,115620
10/17/2018,115630,115650,115610,115630
10/17/2018,115630,115680,115630,115640
10/17/2018,115650,115690,115650,115660
10/17/2018,115650,115690,115640,115660
10/17/2018,115660,115710,115660,115680
10/17/2018,115680,115710,115650,115700
10/17/2018,115690,115690,115670,115690
10/17/2018,115690,115710,115650,115690
10/17/2018,115680,115710,115670,115700
10/17/2018,115700,115740,115690,115720
10/17/2018,115720,115800,115720,115760
10/17/2018,115760,115820,115730,115800
10/17/2018,115800,115820,115780,115790
10/17/2018,115810,115810,115780,115780
10/17/2018,115770,115790,115730,115770
10/17/2018,115770,115810,115710,115750
10/17/2018,115760,115790,115740,115770
10/17/2018,115780,115800,115750,115750
10/17/2018,115760,115800,115730,115780
10/17/2018,115780,115800,115750,115770
10/17/2018,115760,115770,115710,115720
10/17/2018,115710,115730,115660,115670
10/17/2018,115670,115700,115660,115690
10/17/2018,115690,115740,115670,115710
10/17/2018,115720,115800,115680,115800
10/17/2018,115800,115890,115750,115880
10/17/2018,115890,115900,115820,115840
10/17/2018,115840,115870,115820,115850
10/17/2018,115860,115860,115720,115720
10/17/2018,115710,115730,115670,115700
10/17/2018,115690,115710,115630,115710
10/17/2018,115700,115790,115680,115780
10/17/2018,115780,115870,115760,115860
10/17/2018,115860,115970,115820,115940
10/17/2018,115940,115970,115880,115940
10/17/2018,115940,116020,115900,115900
10/17/2018,115900,116010,115870,115990
10/17/2018,115980,115990,115900,115930
10/17/2018,115920,115950,115910,115950
10/17/2018,115950,116030,115910,116030
10/17/2018,116020,116080,115970,116060
10/17/2018,116050,116110,116020,116090
10/17/2018,116090,116160,116020,116040
10/17/2018,116040,116070,115980,116050
10/17/2018,116060,116100,116050,116080
10/17/2018,116090,116090,116000,116040
10/17/2018,116020,116030,115910,115930
10/17/2018,115930,116010,115880,115980
10/17/2018,115990,116000,115940,115960
10/17/2018,115970,116040,115960,115990
10/17/2018,115970,116050,115910,115940
10/17/2018,115950,115970,115890,115890
10/17/2018,115890,115890,115690,115740
10/17/2018,115740,115780,115710,115780
10/17/2018,115770,115800,115670,115750
10/17/2018,115720,115790,115690,115790
10/17/2018,115790,115860,115760,115850
10/17/2018,115850,115860,115810,115820
10/17/2018,115820,115860,115760,115840
10/17/2018,115850,115990,115840,115990
10/17/2018,115980,116000,115930,115940
10/17/2018,115940,115980,115930,115970
10/17/2018,115970,116020,115890,115900
10/17/2018,115900,115940,115850,115860
10/17/2018,115850,115870,115750,115790
10/17/2018,115780,115800,115710,115790
10/17/2018,115790,115920,115790,115890
10/17/2018,115900,115910,115860,115880
10/17/2018,115890,115960,115880,115930
10/17/2018,115930,115930,115840,115910
10/17/2018,115920,115950,115910,115910
10/17/2018,115900,115940,115870,115940
10/17/2018,115930,116070,115930,116000
10/17/2018,115980,116010,115910,115940
10/17/2018,115960,115970,115860,115860
10/17/2018,115860,115870,115780,115810
10/17/2018,115810,115890,115810,115850
10/17/2018,115850,115860,115760,115770
10/17/2018,115790,115870,115750,115840
10/17/2018,115850,115850,115790,115840
10/17/2018,115840,115880,115800,115800
10/17/2018,115800,115820,115690,115750
10/17/2018,115740,115800,115710,115730
10/17/2018,115730,115800,115720,115770
10/17/2018,115760,115880,115750,115880
10/17/2018,115880,116000,115880,116000
10/17/2018,115990,116000,115930,115960
10/17/2018,115960,115960,115820,115830
10/17/2018,115840,115870,115780,115830
10/17/2018,115830,115830,115710,115740
10/17/2018,115740,115750,115650,115730
10/17/2018,115720,115780,115710,115760
10/17/2018,115760,115800,115740,115790
10/17/2018,115790,115800,115720,115730
10/17/2018,115730,115820,115690,115800
10/17/2018,115790,115870,115740,115850
10/17/2018,115850,115860,115790,115830
10/17/2018,115810,115860,115770,115820
10/17/2018,115800,115810,115760,115760
10/17/2018,115770,115830,115740,115780
10/17/2018,115770,115800,115730,115760
10/17/2018,115740,115780,115730,115770
10/17/2018,115770,115840,115770,115840
10/17/2018,115830,115900,115820,115860
10/17/2018,115850,115970,115810,115950
10/17/2018,115960,115960,115600,115750
10/17/2018,115740,115760,115650,115660
10/17/2018,115660,115750,115640,115700
10/17/2018,115690,115690,115520,115560
10/17/2018,115560,115710,115540,115630
10/17/2018,115650,115740,115640,115660
10/17/2018,115650,115670,115610,115620
10/17/2018,115610,115700,115500,115560
10/17/2018,115560,115580,115280,115400
10/17/2018,115380,115400,115350,115390
10/17/2018,115380,115390,115300,115350
10/17/2018,115350,115390,115230,115290
10/17/2018,115280,115320,115230,115280
10/17/2018,115270,115350,115270,115320
10/17/2018,115320,115370,115270,115330
10/17/2018,115330,115390,115280,115360
10/17/2018,115350,115380,115300,115370
10/17/2018,115370,115370,115310,115360
10/17/2018,115360,115380,115330,115340
10/17/2018,115350,115500,115330,115500
10/17/2018,115490,115500,115360,115420
10/17/2018,115420,115530,115380,115500
10/17/2018,115490,115560,115420,115480
10/17/2018,115490,115520,115450,115510
10/17/2018,115520,115590,115520,115560
10/17/2018,115560,115700,115530,115700
10/17/2018,115690,115700,115540,115570
10/17/2018,115560,115560,115500,115560
10/17/2018,115570,115700,115550,115700
10/17/2018,115690,115700,115610,115650
10/17/2018,115640,115660,115560,115610
10/17/2018,115600,115740,115590,115690
10/17/2018,115680,115690,115600,115620
10/17/2018,115620,115660,115570,115580
10/17/2018,115580,115700,115570,115650
10/17/2018,115630,115640,115580,115630
10/17/2018,115640,115740,115640,115700
10/17/2018,115700,115870,115700,115850
10/17/2018,115850,115910,115850,115870
10/17/2018,115870,115900,115820,115890
10/17/2018,115890,115950,115850,115910
10/17/2018,115920,115930,115870,115880
10/17/2018,115880,115970,115880,115960
10/17/2018,115970,116000,115910,115910
10/17/2018,115910,115970,115910,115970
10/17/2018,115980,116000,115860,115870
10/17/2018,115870,115960,115850,115950
10/17/2018,115950,116140,115950,116140
10/17/2018,116130,116150,116100,116100
10/17/2018,116110,116140,116080,116090
10/17/2018,116080,116230,116080,116170
10/17/2018,116170,116180,116110,116150
10/17/2018,116160,116180,116110,116110
10/17/2018,116110,116140,116050,116110
10/17/2018,116120,116270,116120,116240
10/17/2018,116240,116270,116120,116120
10/17/2018,116120,116190,116110,116180
10/17/2018,116180,116230,116170,116220
10/17/2018,116220,116320,116210,116290
10/17/2018,116300,116320,116280,116310
10/17/2018,116310,116340,116250,116260
10/17/2018,116250,116270,116180,116200
10/17/2018,116190,116250,116180,116200
10/17/2018,116190,116190,116140,116160
10/17/2018,116160,116220,116150,116160
10/17/2018,116160,116230,116120,116180
10/17/2018,116200,116200,116130,116160
10/17/2018,116170,116180,116120,116150
10/17/2018,116150,116160,116080,116080
10/17/2018,116080,116110,115970,115990
10/17/2018,116000,116070,115980,116060
10/17/2018,116080,116150,116030,116150
10/17/2018,116150,116230,116150,116200
10/17/2018,116200,116290,116190,116270
10/17/2018,116260,116290,116240,116270
10/17/2018,116290,116320,116090,116280
10/17/2018,116260,116290,116200,116280
10/17/2018,116280,116360,116250,116310
10/17/2018,116310,116360,116290,116300
10/17/2018,116300,116350,116290,116310
10/17/2018,116310,116330,116260,116270
10/17/2018,116280,116330,116270,116280
10/17/2018,116270,116310,116170,116260
10/17/2018,116260,116380,116260,116380
10/17/2018,116390,116480,116350,116450
10/17/2018,116450,116540,116420,116440
10/17/2018,116440,116470,116410,116440
10/17/2018,116430,116460,116400,116460
10/17/2018,116460,116460,116400,116400
10/17/2018,116410,116420,116380,116400
10/17/2018,116410,116460,116340,116380
10/17/2018,116370,116380,116330,116330
10/17/2018,116330,116340,116310,116330
10/17/2018,116330,116350,116300,116320
10/17/2018,116330,116340,116280,116320
10/17/2018,116320,116360,116300,116300
10/17/2018,116300,116330,116280,116330
10/17/2018,116330,116350,116290,116310
10/17/2018,116290,116310,116250,116270
10/17/2018,116270,116280,116220,116250
10/17/2018,116260,116280,116220,116230
10/17/2018,116220,116230,116200,116220
10/17/2018,116210,116220,116140,116160
10/17/2018,116180,116190,116130,116180
10/17/2018,116180,116190,116150,116150
10/17/2018,116150,116150,116100,116100
10/17/2018,116100,116120,116080,116100
10/17/2018,116110,116110,116080,116100
10/17/2018,116100,116140,116100,116110
10/17/2018,116120,116120,116070,116080
10/17/2018,116080,116240,116080,116240
10/17/2018,116240,116240,116160,116160
10/17/2018,116170,116180,116070,116080
10/17/2018,116070,116070,116010,116030
10/17/2018,116030,116040,115970,115970
10/17/2018,115990,116060,115990,116020
10/17/2018,116020,116030,116000,116000
10/17/2018,116010,116010,115920,115930
10/17/2018,115940,115950,115870,115870
10/17/2018,115870,115910,115870,115890
10/17/2018,115900,115960,115890,115950
10/17/2018,115940,115950,115900,115910
10/17/2018,115900,115960,115870,115950
10/17/2018,115960,115970,115920,115950
10/17/2018,115950,116010,115940,115990
10/17/2018,115980,116020,115960,115980
10/17/2018,115990,116050,115960,116040
10/17/2018,116010,116110,116010,116070
10/17/2018,116060,116070,116010,116020
10/17/2018,116030,116060,116010,116030
10/17/2018,116040,116060,116010,116010
10/17/2018,116020,116100,116020,116070
10/17/2018,116080,116090,116050,116060
10/17/2018,116060,116070,116040,116050
10/17/2018,116060,116140,116050,116140
10/17/2018,116140,116190,116130,116180
10/17/2018,116180,116200,116150,116170
10/17/2018,116180,116180,116110,116120
10/17/2018,116130,116140,116080,116100
10/17/2018,116100,116120,116080,116100
10/17/2018,116110,116110,116060,116070
10/17/2018,116080,116130,116070,116130
10/17/2018,116140,116140,116070,116090
10/17/2018,116080,116100,116040,116060
10/17/2018,116050,116060,116020,116050
10/17/2018,116060,116100,116010,116020
10/17/2018,116020,116060,116010,116040
10/17/2018,116030,116050,116000,116040
10/17/2018,116050,116080,116030,116080
10/17/2018,116080,116080,116040,116080
10/17/2018,116070,116100,116050,116090
10/17/2018,116080,116100,116060,116100
10/17/2018,116090,116180,116090,116160
10/17/2018,116160,116190,116150,116170
10/17/2018,116160,116160,116100,116120
10/17/2018,116110,116130,116000,116030
10/17/2018,116030,116070,116030,116030
10/17/2018,116030,116040,115980,115990
10/17/2018,115990,116030,115980,116030
10/17/2018,116020,116020,115980,115990
10/17/2018,115990,116010,115810,115860
10/17/2018,115870,115880,115820,115860
10/17/2018,115840,115930,115840,115900
10/17/2018,115900,115920,115880,115880
10/17/2018,115880,115980,115880,115920
10/17/2018,115920,115990,115890,115950
10/17/2018,115940,115950,115900,115950
10/17/2018,115950,116000,115940,115990
10/17/2018,115970,116000,115960,115960
10/17/2018,115960,115990,115950,115990
10/17/2018,115970,115990,115970,115970
10/17/2018,115970,115990,115960,115960
10/17/2018,115970,115980,115960,115980
10/17/2018,115990,115990,115970,115970
10/17/2018,115970,116000,115950,115990
10/17/2018,115950,116000,115940,115970
10/17/2018,115960,115970,115950,115960
10/17/2018,115950,115950,115880,115890
10/17/2018,115890,115940,115870,115940
10/17/2018,115920,115930,115880,115900
10/17/2018,115900,115920,115880,115900
10/17/2018,115910,115970,115900,115960
10/17/2018,115960,115970,115930,115930
10/17/2018,115930,115940,115890,115890
10/17/2018,115890,115930,115880,115910
10/17/2018,115910,115930,115900,115930
10/17/2018,115920,115930,115910,115930
10/17/2018,115930,115940,115920,115920
10/17/2018,115920,115920,115860,115860
10/17/2018,115870,115920,115860,115890
10/17/2018,115890,115900,115750,115830
10/17/2018,115830,115830,115710,115780
10/17/2018,115770,115790,115670,115690
10/17/2018,115680,115710,115620,115680
10/17/2018,115690,115790,115670,115790
10/17/2018,115800,115850,115780,115850
10/17/2018,115850,115960,115820,115890
10/17/2018,115900,115970,115870,115930
10/17/2018,115930,115970,115900,115920
10/17/2018,115920,115940,115900,115940
10/17/2018,115920,115920,115820,115860
10/17/2018,115870,115870,115700,115770
10/17/2018,115760,115770,115690,115730
10/17/2018,115750,115770,115730,115750
10/17/2018,115760,115780,115720,115720
10/17/2018,115730,115730,115640,115650
10/17/2018,115650,115720,115620,115680
10/17/2018,115670,115700,115670,115680
10/17/2018,115690,115740,115660,115720
10/17/2018,115720,115740,115680,115720
10/17/2018,115710,115710,115470,115490
10/17/2018,115490,115550,115450,115460
10/17/2018,115460,115520,115440,115500
10/17/2018,115480,115490,115410,115420
10/17/2018,115430,115580,115400,115540
10/17/2018,115560,115610,115530,115600
10/17/2018,115600,115800,115560,115750
10/17/2018,115760,115760,115690,115720
10/17/2018,115710,115750,115690,115710
10/17/2018,115710,115710,115580,115600
10/17/2018,115600,115660,115520,115640
10/17/2018,115630,115700,115580,115680
10/17/2018,115670,115680,115620,115640
10/17/2018,115620,115630,115560,115590
10/17/2018,115590,115620,115560,115590
10/17/2018,115590,115610,115490,115600
10/17/2018,115580,115700,115540,115690
10/17/2018,115680,115700,115640,115670
10/17/2018,115670,115700,115600,115640
10/17/2018,115640,115680,115610,115610
10/17/2018,115610,115750,115600,115690
10/17/2018,115690,115750,115670,115730
10/17/2018,115730,115770,115710,115720
10/17/2018,115730,115770,115670,115680
10/17/2018,115700,115770,115680,115730
10/17/2018,115720,115730,115710,115730
10/17/2018,115710,115720,115690,115690
10/17/2018,115680,115720,115680,115690
10/17/2018,115700,115710,115650,115680
10/17/2018,115680,115690,115660,115690
10/17/2018,115690,115690,115660,115680
10/17/2018,115690,115690,115640,115690
10/17/2018,115690,115690,115680,115680
10/17/2018,115690,115790,115690,115770
10/17/2018,115770,115810,115770,115780
10/17/2018,115770,115840,115770,115830
10/17/2018,115820,115870,115820,115850
10/17/2018,115840,115850,115800,115840
10/17/2018,115820,115830,115780,115780
10/17/2018,115780,115800,115740,115740
10/17/2018,115750,115760,115720,115750
10/17/2018,115760,115820,115750,115790
10/17/2018,115780,115780,115720,115760
10/17/2018,115760,115770,115740,115740
10/17/2018,115760,115770,115670,115690
10/17/2018,115670,115740,115670,115720
10/17/2018,115710,115730,115660,115680
10/17/2018,115700,115710,115680,115690
10/17/2018,115690,115780,115690,115760
10/17/2018,115780,115820,115750,115780
10/17/2018,115770,115780,115740,115740
10/17/2018,115750,115760,115710,115710
10/17/2018,115710,115780,115700,115770
10/17/2018,115760,115830,115760,115810
10/17/2018,115800,115840,115720,115740
10/17/2018,115730,115740,115680,115710
10/17/2018,115710,115720,115650,115670
10/17/2018,115680,115690,115640,115690
10/17/2018,115690,115700,115630,115640
10/17/2018,115640,115680,115630,115630
10/17/2018,115630,115690,115600,115690
10/17/2018,115680,115710,115650,115700
10/17/2018,115700,115700,115660,115670
10/17/2018,115660,115690,115630,115670
10/17/2018,115690,115750,115690,115730
10/17/2018,115730,115850,115720,115800
10/17/2018,115790,115820,115780,115780
